category,semantic_score
Building and Construction,0.3743438
Building and Construction,0.36683398
Building and Construction,0.3059029
Business Analyst,0.3769073
Business Analyst,0.32315207
Business Analyst,0.2937882
Civil Engineer,0.41654268
Civil Engineer,0.22156425
Civil Engineer,0.21094568
Consultant,0.3207045
Consultant,0.3392684
Consultant,0.36108777
Data Science,0.2995034
Data Science,0.3107266
Data Science,0.39695895
Database,0.35056782
Database,0.32764557
Database,0.27626425
Designing,0.1924126
Designing,0.19504647
Designing,0.27889714
DevOps,0.22446781
DevOps,0.32168326
DevOps,0.36603898
Digital Media,0.24132839
Digital Media,0.28235954
Digital Media,0.3047871
DotNet Developer,0.27825636
DotNet Developer,0.36766502
DotNet Developer,0.32479623
ETL Developer,0.26898876
ETL Developer,0.264872
ETL Developer,0.34715036
Education,0.30593407
Education,0.2419006
Education,0.22923802
Electrical Engineering,0.35657656
Electrical Engineering,0.2626918
Electrical Engineering,0.38092986
Finance,0.40217727
Finance,0.30807447
Finance,0.35060313
Food and Beverages,0.33322737
Food and Beverages,0.31547883
Food and Beverages,0.31047153
Health and Fitness,0.34440356
Health and Fitness,0.4245851
Health and Fitness,0.3084925
Human Resources,0.42906487
Human Resources,0.32175717
Human Resources,0.4681119
Information Technology,0.3540886
Information Technology,0.38861695
Information Technology,0.3887414
Java Developer,0.26728928
Java Developer,0.23510726
Java Developer,0.2718142
Management,0.34648588
Management,0.34388807
Management,0.26884788
Mechanical Engineer,0.2768821
Mechanical Engineer,0.33197206
Mechanical Engineer,0.33707342
Network Security Engineer,0.24017105
Network Security Engineer,0.35425773
Network Security Engineer,0.36910835
Operations Manager,0.3835864
Operations Manager,0.37446374
Operations Manager,0.40817547
PMO,0.34697947
PMO,0.3434453
PMO,0.35590586
Public Relations,0.2518681
Public Relations,0.40115663
Public Relations,0.3070097
Python Developer,0.30832788
Python Developer,0.22978234
Python Developer,0.27343315
React Developer,0.2507126
React Developer,0.2821567
React Developer,0.46074793
SAP Developer,0.35932508
SAP Developer,0.39896792
SAP Developer,0.33530104
SQL Developer,0.28875446
SQL Developer,0.35100785
SQL Developer,0.3279321
Sales,0.53046376
Sales,0.28511453
Sales,0.36656427
Testing,0.4534432
Testing,0.4555617
Testing,0.43449223
Web Designing,0.29773846
Web Designing,0.31135547
Web Designing,0.21036088
Accountant,0.34156302
Accountant,0.45907462
Accountant,0.38350818
Advocate,0.33924183
Advocate,0.39771062
Advocate,0.38781312
Agriculture,0.29559296
Agriculture,0.39265254
Agriculture,0.30606285
Apparel,0.35934573
Apparel,0.40007913
Apparel,0.382219
Architecture,0.32815272
Architecture,0.28911301
Architecture,0.3512365
Arts,0.2941799
Arts,0.32579905
Arts,0.21758327
Automobile,0.32743725
Automobile,0.32120943
Automobile,0.37202924
Aviation,0.3242459
Aviation,0.25917462
Aviation,0.34290394
BPO,0.37437537
BPO,0.36263832
BPO,0.4471523
Banking,0.39231974
Banking,0.39719868
Banking,0.40375376
Blockchain,0.27850664
Blockchain,0.41893688
Blockchain,0.29333785
Building and Construction,0.38614574
Building and Construction,0.3574522
Building and Construction,0.32128626
Business Analyst,0.40638766
Business Analyst,0.41260192
Business Analyst,0.37996247
Civil Engineer,0.35682166
Civil Engineer,0.22950509
Civil Engineer,0.26702717
Consultant,0.2335592
Consultant,0.37728235
Consultant,0.43313107
Data Science,0.2887507
Data Science,0.334785
Data Science,0.3267845
Database,0.35124683
Database,0.384675
Database,0.37895182
Designing,0.27743798
Designing,0.2954943
Designing,0.3543746
DevOps,0.27933386
DevOps,0.38784185
DevOps,0.3790946
Digital Media,0.30540073
Digital Media,0.3919498
Digital Media,0.45475024
DotNet Developer,0.37513006
DotNet Developer,0.3598272
DotNet Developer,0.35833088
ETL Developer,0.36638376
ETL Developer,0.3523599
ETL Developer,0.40355152
Education,0.2996137
Education,0.25830305
Education,0.21784137
Electrical Engineering,0.34373537
Electrical Engineering,0.25862667
Electrical Engineering,0.38490915
Finance,0.416502
Finance,0.37739307
Finance,0.41349575
Food and Beverages,0.34033743
Food and Beverages,0.36905304
Food and Beverages,0.34173048
Health and Fitness,0.32070652
Health and Fitness,0.32159093
Health and Fitness,0.2648674
Human Resources,0.42735723
Human Resources,0.3047416
Human Resources,0.3955951
Information Technology,0.4130976
Information Technology,0.4221156
Information Technology,0.43088797
Java Developer,0.36755198
Java Developer,0.2971404
Java Developer,0.35784668
Management,0.41180304
Management,0.3417481
Management,0.32964832
Mechanical Engineer,0.30731267
Mechanical Engineer,0.34797463
Mechanical Engineer,0.36067313
Network Security Engineer,0.30650994
Network Security Engineer,0.37819064
Network Security Engineer,0.3771597
Operations Manager,0.37775236
Operations Manager,0.388356
Operations Manager,0.44448087
PMO,0.36965883
PMO,0.3743242
PMO,0.40357712
Public Relations,0.36560374
Public Relations,0.3832738
Public Relations,0.3194517
Python Developer,0.3748417
Python Developer,0.26872036
Python Developer,0.32803747
React Developer,0.36658308
React Developer,0.35889027
React Developer,0.42355713
SAP Developer,0.34751317
SAP Developer,0.4284239
SAP Developer,0.38382417
SQL Developer,0.3361584
SQL Developer,0.39347237
SQL Developer,0.39717185
Sales,0.39284194
Sales,0.403086
Sales,0.3844914
Testing,0.27791592
Testing,0.27144176
Testing,0.26242054
Web Designing,0.3957788
Web Designing,0.3758682
Web Designing,0.32557738
Accountant,0.3192424
Accountant,0.39372018
Accountant,0.34530318
Advocate,0.3863604
Advocate,0.3733982
Advocate,0.3707725
Agriculture,0.29324117
Agriculture,0.31344095
Agriculture,0.28315374
Apparel,0.31240386
Apparel,0.30951017
Apparel,0.32368016
Architecture,0.3529604
Architecture,0.2920784
Architecture,0.38763532
Arts,0.2681054
Arts,0.4314751
Arts,0.34326243
Automobile,0.29665026
Automobile,0.30630147
Automobile,0.3548941
Aviation,0.3374064
Aviation,0.2575889
Aviation,0.36528885
BPO,0.25397837
BPO,0.28716493
BPO,0.3770838
Banking,0.31917652
Banking,0.33235717
Banking,0.40758443
Blockchain,0.2673499
Blockchain,0.3187981
Blockchain,0.2438094
Building and Construction,0.34698436
Building and Construction,0.34160098
Building and Construction,0.31929886
Business Analyst,0.34843513
Business Analyst,0.35927573
Business Analyst,0.29548913
Civil Engineer,0.35111305
Civil Engineer,0.32629874
Civil Engineer,0.26765192
Consultant,0.29379192
Consultant,0.30019423
Consultant,0.3412127
Data Science,0.38638797
Data Science,0.39242542
Data Science,0.32800952
Database,0.3036627
Database,0.31514782
Database,0.29235542
Designing,0.19231506
Designing,0.24533886
Designing,0.32929975
DevOps,0.25641066
DevOps,0.29767495
DevOps,0.36581895
Digital Media,0.31613272
Digital Media,0.31938508
Digital Media,0.3089592
DotNet Developer,0.281787
DotNet Developer,0.3083629
DotNet Developer,0.291089
ETL Developer,0.24531002
ETL Developer,0.24094132
ETL Developer,0.33507797
Education,0.39441636
Education,0.36489722
Education,0.35024455
Electrical Engineering,0.33738735
Electrical Engineering,0.25895223
Electrical Engineering,0.33697343
Finance,0.35958862
Finance,0.30746904
Finance,0.33549717
Food and Beverages,0.29511598
Food and Beverages,0.3214953
Food and Beverages,0.34431827
Health and Fitness,0.35350376
Health and Fitness,0.37477455
Health and Fitness,0.31260306
Human Resources,0.40210217
Human Resources,0.3379848
Human Resources,0.34790438
Information Technology,0.3276939
Information Technology,0.3381568
Information Technology,0.3489184
Java Developer,0.29391822
Java Developer,0.27758437
Java Developer,0.30292982
Management,0.3240253
Management,0.30981398
Management,0.31300983
Mechanical Engineer,0.28802842
Mechanical Engineer,0.3196964
Mechanical Engineer,0.33128327
Network Security Engineer,0.26571572
Network Security Engineer,0.3164858
Network Security Engineer,0.30931658
Operations Manager,0.33228603
Operations Manager,0.34328103
Operations Manager,0.36666256
PMO,0.3153749
PMO,0.34448123
PMO,0.3216549
Public Relations,0.34032452
Public Relations,0.4092515
Public Relations,0.33589545
Python Developer,0.28384075
Python Developer,0.22582713
Python Developer,0.3018514
React Developer,0.22655001
React Developer,0.2799452
React Developer,0.4205856
SAP Developer,0.31900415
SAP Developer,0.3296747
SAP Developer,0.3054062
SQL Developer,0.32192707
SQL Developer,0.35913152
SQL Developer,0.30383903
Sales,0.36175618
Sales,0.29039317
Sales,0.338656
Testing,0.3314825
Testing,0.32687473
Testing,0.28112632
Web Designing,0.32820132
Web Designing,0.26892263
Web Designing,0.2749865
Accountant,0.3748719
Accountant,0.44336942
Accountant,0.41043317
Advocate,0.32646456
Advocate,0.4137416
Advocate,0.33877835
Agriculture,0.28912264
Agriculture,0.37725875
Agriculture,0.27208447
Apparel,0.38155445
Apparel,0.3662624
Apparel,0.34869444
Architecture,0.4371461
Architecture,0.2825547
Architecture,0.31721586
Arts,0.27372056
Arts,0.28301358
Arts,0.14173843
Automobile,0.40050614
Automobile,0.33338585
Automobile,0.38960484
Aviation,0.34013087
Aviation,0.35721812
Aviation,0.40123266
BPO,0.3118945
BPO,0.39267072
BPO,0.43518656
Banking,0.4143986
Banking,0.32701358
Banking,0.4007966
Blockchain,0.36006343
Blockchain,0.40536356
Blockchain,0.41203004
Building and Construction,0.42451996
Building and Construction,0.4186851
Building and Construction,0.3567247
Business Analyst,0.44417176
Business Analyst,0.41283634
Business Analyst,0.39726344
Civil Engineer,0.40687698
Civil Engineer,0.21250744
Civil Engineer,0.29383725
Consultant,0.16522877
Consultant,0.49121732
Consultant,0.40819755
Data Science,0.24963303
Data Science,0.26967192
Data Science,0.3943722
Database,0.444335
Database,0.50404924
Database,0.38270953
Designing,0.2236433
Designing,0.24388139
Designing,0.32171184
DevOps,0.38221344
DevOps,0.48272535
DevOps,0.449098
Digital Media,0.26784715
Digital Media,0.33473834
Digital Media,0.338438
DotNet Developer,0.47639018
DotNet Developer,0.41547948
DotNet Developer,0.41266584
ETL Developer,0.42510703
ETL Developer,0.37211695
ETL Developer,0.44941604
Education,0.24988322
Education,0.23313805
Education,0.2019492
Electrical Engineering,0.44018573
Electrical Engineering,0.3504541
Electrical Engineering,0.4327586
Finance,0.37930933
Finance,0.3558265
Finance,0.41235203
Food and Beverages,0.39778444
Food and Beverages,0.31514943
Food and Beverages,0.31909156
Health and Fitness,0.2552527
Health and Fitness,0.32674673
Health and Fitness,0.24989161
Human Resources,0.40522924
Human Resources,0.33413804
Human Resources,0.43172103
Information Technology,0.41361699
Information Technology,0.48695385
Information Technology,0.50529
Java Developer,0.41152862
Java Developer,0.37745655
Java Developer,0.408296
Management,0.32995522
Management,0.3879004
Management,0.360457
Mechanical Engineer,0.3328746
Mechanical Engineer,0.4093354
Mechanical Engineer,0.41770864
Network Security Engineer,0.4428786
Network Security Engineer,0.5035417
Network Security Engineer,0.50687116
Operations Manager,0.35949117
Operations Manager,0.4076926
Operations Manager,0.4295341
PMO,0.38710317
PMO,0.43879104
PMO,0.43695292
Public Relations,0.24373169
Public Relations,0.39922336
Public Relations,0.22068654
Python Developer,0.418876
Python Developer,0.3167407
Python Developer,0.45159236
React Developer,0.33167133
React Developer,0.40723953
React Developer,0.3871298
SAP Developer,0.4333063
SAP Developer,0.46997467
SAP Developer,0.42581028
SQL Developer,0.38029453
SQL Developer,0.44953802
SQL Developer,0.4394503
Sales,0.39089355
Sales,0.3346505
Sales,0.3140135
Testing,0.2945596
Testing,0.31254393
Testing,0.30680576
Web Designing,0.48124743
Web Designing,0.4220574
Web Designing,0.22229406
Accountant,0.37673733
Accountant,0.46444556
Accountant,0.40461865
Advocate,0.40082148
Advocate,0.42926973
Advocate,0.3836776
Agriculture,0.33282974
Agriculture,0.42756417
Agriculture,0.35306266
Apparel,0.36673084
Apparel,0.4727035
Apparel,0.41298485
Architecture,0.38337013
Architecture,0.3985652
Architecture,0.40760764
Arts,0.36391535
Arts,0.4035944
Arts,0.33383045
Automobile,0.35413918
Automobile,0.33799192
Automobile,0.39471316
Aviation,0.3361139
Aviation,0.28405565
Aviation,0.38358366
BPO,0.38477054
BPO,0.405314
BPO,0.44528332
Banking,0.37988207
Banking,0.35374698
Banking,0.41500333
Blockchain,0.31000033
Blockchain,0.4109053
Blockchain,0.29281723
Building and Construction,0.39348856
Building and Construction,0.38143477
Building and Construction,0.43219012
Business Analyst,0.43158635
Business Analyst,0.42800054
Business Analyst,0.39111495
Civil Engineer,0.4006255
Civil Engineer,0.29324254
Civil Engineer,0.31692207
Consultant,0.28922826
Consultant,0.39489633
Consultant,0.45042312
Data Science,0.37231076
Data Science,0.40978065
Data Science,0.33771458
Database,0.3814822
Database,0.38422617
Database,0.37582806
Designing,0.32539025
Designing,0.34972876
Designing,0.43809617
DevOps,0.30998108
DevOps,0.40507802
DevOps,0.40810215
Digital Media,0.4214018
Digital Media,0.44870612
Digital Media,0.44707298
DotNet Developer,0.40610504
DotNet Developer,0.37487748
DotNet Developer,0.4108985
ETL Developer,0.32447585
ETL Developer,0.35644698
ETL Developer,0.42905393
Education,0.3497277
Education,0.33428425
Education,0.30646825
Electrical Engineering,0.37790942
Electrical Engineering,0.30111784
Electrical Engineering,0.38236403
Finance,0.42903543
Finance,0.39465725
Finance,0.4343274
Food and Beverages,0.33908325
Food and Beverages,0.4021324
Food and Beverages,0.4053311
Health and Fitness,0.3486769
Health and Fitness,0.37252232
Health and Fitness,0.31853113
Human Resources,0.44855323
Human Resources,0.35731927
Human Resources,0.41096553
Information Technology,0.42314965
Information Technology,0.41837564
Information Technology,0.44528815
Java Developer,0.3879207
Java Developer,0.3252351
Java Developer,0.3661494
Management,0.41877857
Management,0.37831488
Management,0.3261194
Mechanical Engineer,0.34702274
Mechanical Engineer,0.39715067
Mechanical Engineer,0.38371542
Network Security Engineer,0.3281557
Network Security Engineer,0.40086353
Network Security Engineer,0.40566584
Operations Manager,0.41629183
Operations Manager,0.40500394
Operations Manager,0.45377997
PMO,0.41937688
PMO,0.42466813
PMO,0.43505266
Public Relations,0.414615
Public Relations,0.42268196
Public Relations,0.40172586
Python Developer,0.36476737
Python Developer,0.306468
Python Developer,0.3577337
React Developer,0.3925526
React Developer,0.38694263
React Developer,0.44620022
SAP Developer,0.37474352
SAP Developer,0.46013442
SAP Developer,0.40328795
SQL Developer,0.31734884
SQL Developer,0.40480137
SQL Developer,0.397924
Sales,0.4173374
Sales,0.43284225
Sales,0.41464067
Testing,0.3465313
Testing,0.31455594
Testing,0.30561197
Web Designing,0.40699664
Web Designing,0.38212687
Web Designing,0.3981213
Accountant,0.32961586
Accountant,0.44717187
Accountant,0.3776292
Advocate,0.3474407
Advocate,0.41508466
Advocate,0.37806335
Agriculture,0.32434192
Agriculture,0.44064608
Agriculture,0.29976702
Apparel,0.35145447
Apparel,0.45084175
Apparel,0.4053419
Architecture,0.3329212
Architecture,0.33112538
Architecture,0.36270148
Arts,0.31057104
Arts,0.3445571
Arts,0.26891607
Automobile,0.3365664
Automobile,0.32902053
Automobile,0.40213728
Aviation,0.31475332
Aviation,0.27610576
Aviation,0.3629011
BPO,0.38559613
BPO,0.41681984
BPO,0.42255262
Banking,0.36943716
Banking,0.3490783
Banking,0.39869377
Blockchain,0.2820954
Blockchain,0.433572
Blockchain,0.2837235
Building and Construction,0.4104563
Building and Construction,0.38060728
Building and Construction,0.34850767
Business Analyst,0.41417804
Business Analyst,0.4205636
Business Analyst,0.41096014
Civil Engineer,0.3719482
Civil Engineer,0.24918537
Civil Engineer,0.29587948
Consultant,0.24967085
Consultant,0.382116
Consultant,0.46817425
Data Science,0.34494328
Data Science,0.37517917
Data Science,0.30347502
Database,0.3620184
Database,0.3888288
Database,0.36104375
Designing,0.30766046
Designing,0.26638556
Designing,0.404949
DevOps,0.3005513
DevOps,0.3924934
DevOps,0.38633835
Digital Media,0.34721482
Digital Media,0.45613405
Digital Media,0.47075033
DotNet Developer,0.38328508
DotNet Developer,0.34685516
DotNet Developer,0.41135225
ETL Developer,0.34582457
ETL Developer,0.35618785
ETL Developer,0.43878636
Education,0.29959917
Education,0.25721025
Education,0.2395183
Electrical Engineering,0.3539909
Electrical Engineering,0.27825633
Electrical Engineering,0.39225012
Finance,0.4296069
Finance,0.4129934
